排名,sector_name,板块代码,最新价,涨跌额,pct_chg,总市值,换手率,up_count,down_count,lead_stock,领涨股票-涨跌幅,total_count,up_ratio
336,互联网电商,BK1268,2728.72,-40.91,-1.48,114426807000,1.33,4,14,南极电商,3.62,18,0.222
337,纸包装,BK1535,1896.95,-28.75,-1.49,125767537000,2.13,3,17,新巨丰,11.38,20,0.15
338,其他纺织,BK1350,1991.98,-30.23,-1.49,66092853000,2.02,4,11,云中马,4.74,15,0.267
339,计算机设备,BK0735,1588.77,-24.29,-1.51,1566878432000,2.35,22,69,中国长城,9.99,91,0.242
340,光伏发电,BK1375,3201.78,-49.04,-1.51,127939509000,2.18,3,10,东方新能,0.9,13,0.231
341,物业管理,BK1343,1669.13,-26.03,-1.54,30676397000,1.87,2,7,招商积余,1.77,9,0.222
342,合成树脂,BK1438,9368.76,-151.95,-1.6,198641563000,7.8,5,8,兴业股份,6.33,13,0.385
343,装修装饰Ⅲ,BK1478,875.62,-14.21,-1.6,109263029000,2.16,4,15,恒尚节能,9.99,19,0.211
344,装修装饰Ⅱ,BK0725,875.62,-14.21,-1.6,109263029000,2.16,4,15,恒尚节能,9.99,19,0.211
345,专业服务,BK1043,1459.17,-23.72,-1.6,231091268000,1.64,5,29,华测检测,1.71,34,0.147
346,底盘与发动机系统,BK1526,4321.25,-70.66,-1.61,1182673584000,3.05,29,82,长源东谷,6.45,111,0.261
347,化学工程,BK1476,2474.98,-40.5,-1.61,71072041000,1.46,2,4,中国化学,1.32,6,0.333
348,民爆制品,BK1427,4131.94,-67.64,-1.61,122224156000,1.53,3,10,雅化集团,2.47,13,0.231
349,铜,BK1615,3599.53,-60.61,-1.66,1740785840000,2.32,4,13,紫金矿业,1.8,17,0.235
350,防水材料,BK1465,8028.17,-136.94,-1.68,42664276000,2.24,1,2,东方雨虹,0.08,3,0.333
351,电视广播Ⅲ,BK1291,1107.28,-18.91,-1.68,116184819000,1.02,2,11,华数传媒,1.23,13,0.154
352,电视广播Ⅱ,BK1219,1107.28,-18.91,-1.68,116184819000,1.02,2,11,华数传媒,1.23,13,0.154
353,汽车零部件,BK0481,45936.17,-798.26,-1.71,2771859408000,2.52,63,207,晋拓股份,9.99,270,0.233
354,综合电商,BK1548,979.4,-17.06,-1.71,26172430000,0.42,1,2,ST通葡,1.17,3,0.333
355,电子化学品Ⅲ,BK1332,4348.98,-76.85,-1.74,949268000000,7.92,10,26,格林达,10.0,36,0.278
356,电子化学品Ⅱ,BK1039,4348.98,-76.85,-1.74,949268000000,7.92,10,26,格林达,10.0,36,0.278
357,贵金属,BK0732,2116.9,-37.6,-1.75,559523216000,5.5,5,8,山金国际,2.47,13,0.385
358,锂电池,BK1303,19967.33,-357.13,-1.76,2518442752000,3.45,6,26,蔚蓝锂芯,9.98,32,0.188
359,娱乐用品,BK1543,2432.66,-43.58,-1.76,70149010000,2.81,4,14,通达创智,1.57,18,0.222
360,软件开发,BK0737,1017.49,-18.24,-1.76,1553481104000,1.99,22,112,概伦电子,20.01,134,0.164
361,检测服务,BK1566,8265.24,-148.82,-1.77,181688092000,2.1,2,22,华测检测,1.71,24,0.083
362,品牌消费电子,BK1337,2604.5,-48.12,-1.81,268621808000,1.67,2,9,视源股份,2.5,11,0.182
363,贸易Ⅲ,BK1550,9466.97,-176.48,-1.83,141801560000,1.27,3,11,苏美达,1.36,14,0.214
364,贸易Ⅱ,BK0484,9466.97,-176.48,-1.83,141801560000,1.27,3,11,苏美达,1.36,14,0.214
365,计算机,BK1207,7677.25,-143.9,-1.84,4483033344000,2.39,60,300,概伦电子,20.01,360,0.167
366,车身附件及饰件,BK1525,5175.31,-97.41,-1.85,502738432000,1.81,8,34,星源卓镁,9.83,42,0.19
367,大气治理,BK1388,3010.59,-57.1,-1.86,73222767000,2.75,3,5,电投水电,2.24,8,0.375
368,电子,BK1201,15364.78,-291.43,-1.86,24585029120000,5.3,136,371,中电港,10.0,507,0.268
369,火电设备,BK1321,1505.25,-28.68,-1.87,28185508000,2.5,0,4,海陆重工,-0.21,4,0.0
370,其他汽车零部件,BK1528,4933.49,-94.77,-1.88,360519952000,2.68,11,45,晋拓股份,9.99,56,0.196
371,炭黑,BK1442,1822.57,-35.26,-1.9,27785424000,3.22,1,5,确成股份,2.0,6,0.167
372,垂直应用软件,BK1447,7990.81,-156.24,-1.92,1056719408000,2.22,16,83,概伦电子,20.01,99,0.162
373,其他通信设备,BK1590,5345.86,-104.64,-1.92,87710183000,2.46,2,12,朗威股份,5.22,14,0.143
374,电商服务,BK1546,2238.14,-44.01,-1.93,40267297000,2.7,1,7,南极电商,3.62,8,0.125
375,公路货运,BK1487,4075.42,-81.22,-1.95,24219502000,0.89,1,4,传化智联,0.21,5,0.2
376,建筑材料,BK1208,3779.2,-75.32,-1.95,1373318416000,2.24,20,54,青龙管业,6.33,74,0.27
377,电动乘用车,BK1519,4507.57,-89.94,-1.96,936317456000,1.25,0,3,比亚迪,-0.66,3,0.0
378,电工仪器仪表,BK1308,2480.63,-49.6,-1.96,87188598000,1.75,1,13,华盛昌,4.14,14,0.071
379,非金属材料Ⅲ,BK1411,2270.9,-45.44,-1.96,158919388000,3.73,4,10,金戈新材,3.62,14,0.286
380,非金属材料Ⅱ,BK1020,2270.9,-45.44,-1.96,158919388000,3.73,4,10,金戈新材,3.62,14,0.286
381,能源及重型设备,BK1403,2161.45,-43.28,-1.96,600376640000,1.52,6,54,洪田股份,9.47,60,0.1
382,其他能源发电,BK1378,1417.95,-28.62,-1.98,10659803000,0.66,0,2,长青集团,-1.29,2,0.0
383,其他橡胶制品,BK1441,4255.1,-85.98,-1.98,58410891000,3.06,1,14,三维股份,1.51,15,0.067
384,其他专用设备,BK1405,5858.3,-118.42,-1.98,1010485488000,3.79,19,72,华依科技,12.37,91,0.209
385,无机盐,BK1422,3369.21,-68.59,-2.0,167811271000,2.07,4,7,振华股份,10.0,11,0.364
386,数字媒体,BK1221,6022.24,-123.22,-2.01,181743517000,4.93,3,11,风语筑,3.44,14,0.214
387,黑色家电,BK1241,4175.57,-86.04,-2.02,161891980000,2.44,2,8,兆驰股份,6.02,10,0.2
388,专用设备,BK0910,3499.04,-72.4,-2.03,1882791888000,2.28,35,167,快意电梯,10.01,202,0.173
389,楼宇设备,BK1402,2381.23,-49.41,-2.03,84441397000,1.73,3,13,快意电梯,10.01,16,0.188
390,专业工程,BK1248,3745.91,-78.61,-2.06,441573584000,1.53,12,28,鸿路钢构,2.35,40,0.3
391,通用设备,BK0545,53782.1,-1146.14,-2.09,2638743760000,4.48,63,189,先锋电子,9.98,252,0.25
392,机械设备,BK1205,4965.81,-105.91,-2.09,7331249152000,2.76,129,482,先锋电子,9.98,611,0.211
393,IT服务Ⅲ,BK1444,7756.61,-169.71,-2.14,1362673776000,2.75,16,119,当虹科技,20.0,135,0.119
394,IT服务Ⅱ,BK1238,7756.61,-169.71,-2.14,1362673776000,2.75,16,119,当虹科技,20.0,135,0.119
395,其他饰品,BK1356,584.98,-13.0,-2.17,5250498000,1.5,0,2,ST新华锦,-1.67,2,0.0
396,厨房电器,BK1451,7917.84,-178.04,-2.2,33167105000,1.86,3,3,火星人,1.61,6,0.5
397,安防设备,BK1445,5226.1,-117.86,-2.21,504729152000,1.46,5,22,微创光电,10.17,27,0.185
398,运动服装,BK1355,3144.25,-71.61,-2.23,26160626000,2.91,0,4,三夫户外,-1.07,4,0.0
399,铅锌,BK1614,2656.25,-60.6,-2.23,250707067000,5.48,2,10,国城矿业,1.45,12,0.167
400,通信设备,BK0448,24313.66,-557.28,-2.24,4862621184000,4.46,17,72,星网锐捷,10.0,89,0.191
401,橡胶,BK1018,1500.63,-34.64,-2.26,143615561000,3.48,2,21,确成股份,2.0,23,0.087
402,电网设备,BK0457,36632.31,-854.24,-2.28,1754379776000,2.56,22,120,华通线缆,10.0,142,0.155
403,耐火材料,BK1467,2040.5,-48.05,-2.3,34882327000,2.52,1,8,瑞泰科技,1.14,9,0.111
404,电池,BK1033,1525.18,-36.03,-2.31,3804410880000,3.32,22,84,蔚蓝锂芯,9.98,106,0.208
405,消费电子,BK1037,2199.5,-52.21,-2.32,3756388656000,2.81,22,76,易德龙,6.82,98,0.224
406,食用菌,BK1517,1389.92,-33.57,-2.36,13402206000,4.42,1,3,雪榕生物,1.07,4,0.25
407,黄金,BK1617,5500.4,-133.34,-2.37,455654368000,4.78,3,7,山金国际,2.47,10,0.3
408,消费电子零部件及组装,BK1338,14491.8,-353.69,-2.38,3487766848000,2.87,20,67,易德龙,6.82,87,0.23
409,汽车电子电气系统,BK1529,3862.4,-94.39,-2.39,484580176000,2.3,6,34,富特科技,5.77,40,0.15
410,电力设备,BK1200,6443.49,-157.66,-2.39,8550490368000,2.71,69,336,华通线缆,10.0,405,0.17
411,通信,BK1215,7812.45,-192.39,-2.4,7783649536000,1.72,25,104,星网锐捷,10.0,129,0.194
412,纺织服装设备,BK1401,3821.43,-94.63,-2.42,88811938000,3.17,4,9,宏华数科,1.79,13,0.308
413,清洁小家电,BK1459,2003.39,-50.77,-2.47,98024638000,1.06,1,7,开能健康,0.36,8,0.125
414,军工电子Ⅲ,BK1386,7364.79,-188.96,-2.5,1194517648000,3.76,13,50,航天电器,10.0,63,0.206
415,军工电子Ⅱ,BK1233,7364.79,-188.96,-2.5,1194517648000,3.76,13,50,航天电器,10.0,63,0.206
416,有色金属,BK0478,28999.04,-748.01,-2.51,5621545728000,3.41,39,105,隆达股份,7.2,144,0.271
417,国际工程,BK1475,2448.64,-63.8,-2.54,49498211000,1.4,1,3,中材国际,0.68,4,0.25
418,塑料,BK0454,23179.64,-604.57,-2.54,785398032000,4.13,18,60,*ST泉为,17.64,78,0.231
419,电网自动化设备,BK1309,6875.1,-179.38,-2.54,503943584000,2.03,5,24,四方股份,3.64,29,0.172
420,热力服务,BK1379,3021.45,-78.98,-2.55,131901547000,2.64,1,17,富春环保,0.45,18,0.056
421,蓄电池及其他电池,BK1306,2428.68,-63.59,-2.55,83887246000,2.96,2,8,浙江恒威,1.24,10,0.2
422,配电设备,BK1310,3508.66,-91.88,-2.55,216193082000,2.45,4,24,白云电器,10.03,28,0.143
423,通信网络设备及器件,BK1591,15264.53,-400.16,-2.55,3409563728000,3.69,6,29,星网锐捷,10.0,35,0.171
424,国防军工,BK1204,6044.32,-159.71,-2.57,3350329392000,2.76,24,118,航天电器,10.0,142,0.169
425,电池化学品,BK1302,12837.15,-342.57,-2.6,1002492736000,3.35,10,34,壹石通,9.13,44,0.227
426,风电零部件,BK1313,2060.97,-55.2,-2.61,257311862000,2.77,4,22,中环海陆,5.46,26,0.154
427,工控设备,BK1407,6311.74,-171.16,-2.64,527558096000,3.55,3,29,创世纪,4.69,32,0.094
428,照明设备Ⅲ,BK1460,2857.3,-79.19,-2.7,92196630000,1.8,1,13,得邦照明,5.65,14,0.071
429,照明设备Ⅱ,BK1245,2857.3,-79.19,-2.7,92196630000,1.8,1,13,得邦照明,5.65,14,0.071
430,果蔬加工,BK1503,2801.48,-77.86,-2.7,40676826000,1.75,1,5,XD冠农股,1.13,6,0.167
431,通信工程及服务,BK1588,2703.99,-75.29,-2.71,96037384000,3.48,3,17,*ST元道,9.81,20,0.15
432,风电设备,BK1032,1362.57,-37.95,-2.71,426395376000,2.73,4,27,中环海陆,5.46,31,0.129
433,其他专业工程,BK1477,3784.02,-105.79,-2.72,263443796000,1.66,6,14,*ST中岩,2.29,20,0.3
434,锂电专用设备,BK1304,24547.98,-693.34,-2.75,194789611000,3.01,3,16,德新科技,7.75,19,0.158
435,光伏辅材,BK1316,2520.29,-71.52,-2.76,174819886000,1.85,2,15,聚和材料,0.76,17,0.118
436,通信服务,BK0736,1060.25,-30.24,-2.77,2921091072000,0.72,8,32,*ST元道,9.81,40,0.2
437,自动化设备,BK1237,12401.56,-357.03,-2.8,1596478608000,4.88,14,80,派斯林,10.08,94,0.149
438,机器人,BK1408,11549.0,-335.84,-2.83,310201904000,8.43,4,17,派斯林,10.08,21,0.19
439,其他自动化设备,BK1410,7812.82,-227.68,-2.83,348309696000,3.26,6,25,劲拓股份,5.51,31,0.194
440,其他专业服务,BK1567,1058.06,-30.87,-2.83,14541147000,1.08,1,3,中金辐照,0.38,4,0.25
441,其他小金属,BK1624,5722.9,-167.43,-2.84,472104752000,6.02,5,10,云南锗业,0.6,15,0.333
442,航空装备Ⅲ,BK1384,4404.78,-129.03,-2.85,1009153136000,1.77,3,45,立航科技,2.69,48,0.062
443,航空装备Ⅱ,BK1231,4404.78,-129.03,-2.85,1009153136000,1.77,3,45,立航科技,2.69,48,0.062
444,广告营销,BK1220,4276.62,-126.4,-2.87,274442048000,3.87,2,28,分众传媒,3.06,30,0.067
445,LED,BK1333,8134.46,-246.4,-2.94,304850480000,5.14,3,26,爱克股份,5.26,29,0.103
446,工程机械器件,BK1392,17388.29,-542.45,-3.03,230664790000,2.61,1,12,唯万密封,7.03,13,0.077
447,文字媒体,BK1298,2292.88,-72.43,-3.06,24726498000,3.28,0,2,中文在线,-2.23,2,0.0
448,线缆部件及其他,BK1312,3600.51,-114.08,-3.07,379405152000,3.47,5,35,华通线缆,10.0,40,0.125
449,环保设备Ⅲ,BK1387,3720.63,-118.99,-3.1,168217626000,2.64,1,25,恒誉环保,3.37,26,0.038
450,环保设备Ⅱ,BK1234,3720.63,-118.99,-3.1,168217626000,2.64,1,25,恒誉环保,3.37,26,0.038
451,仪器仪表,BK0458,22144.72,-714.05,-3.12,714245920000,2.62,10,53,先锋电子,9.98,63,0.159
452,机床工具,BK1395,2050.16,-66.46,-3.14,150835159000,4.82,3,16,ST汇洲,0.39,19,0.158
453,激光设备,BK1409,21226.62,-688.97,-3.14,410408912000,4.93,1,9,大族激光,1.58,10,0.1
454,光伏设备,BK1031,1259.21,-41.24,-3.17,1528523536000,2.32,7,60,双良节能,2.57,67,0.104
455,营销代理,BK1293,4080.69,-134.37,-3.19,194657196000,5.74,1,26,福石控股,1.26,27,0.037
456,金属制品,BK1396,5968.51,-198.51,-3.22,897544688000,4.34,15,64,春晖智控,8.73,79,0.19
457,风电整机,BK1314,1550.09,-51.89,-3.24,169083508000,2.69,0,5,运达股份,-1.97,5,0.0
458,印刷包装机械,BK1406,2259.2,-76.08,-3.26,53282732000,3.23,1,11,鸿铭股份,0.07,12,0.083
459,半导体材料,BK1325,17034.44,-580.59,-3.3,1398687472000,7.83,4,27,创达新材,3.65,31,0.129
460,电机Ⅲ,BK1307,2611.6,-91.4,-3.38,279992496000,5.18,4,23,神力股份,10.03,27,0.148
461,电机Ⅱ,BK1030,2611.6,-91.4,-3.38,279992496000,5.18,4,23,神力股份,10.03,27,0.148
462,改性塑料,BK1437,7601.32,-266.56,-3.39,182260130000,4.08,3,19,*ST泉为,17.64,22,0.136
463,光学光电子,BK1038,2351.12,-83.81,-3.44,1880482048000,6.37,11,86,天山电子,10.85,97,0.113
464,地面兵装Ⅲ,BK1382,3507.68,-126.25,-3.47,138697937000,2.9,2,10,中兵红箭,2.35,12,0.167
465,地面兵装Ⅱ,BK1229,3507.68,-126.25,-3.47,138697937000,2.9,2,10,中兵红箭,2.35,12,0.167
466,膜材料,BK1439,4179.33,-151.96,-3.51,276645568000,4.47,2,19,龙辰科技,11.99,21,0.095
467,通信应用增值服务,BK1589,4761.45,-177.59,-3.6,272456672000,3.0,2,15,北纬科技,4.73,17,0.118
468,面板,BK1335,3729.83,-140.28,-3.62,1118745984000,6.84,6,36,天山电子,10.85,42,0.143
469,林业Ⅲ,BK1502,4170.65,-160.05,-3.7,19160906000,7.42,0,4,福建金森,-0.12,4,0.0
470,林业Ⅱ,BK1255,4170.65,-160.05,-3.7,19160906000,7.42,0,4,福建金森,-0.12,4,0.0
471,光学元件,BK1334,18581.5,-718.96,-3.73,456885584000,4.52,2,24,奥来德,3.95,26,0.077
472,印制电路板,BK1340,13102.65,-516.07,-3.79,2909409600000,5.51,5,42,贤丰控股,9.92,47,0.106
473,其他黑色家电,BK1454,2717.54,-107.6,-3.81,44226267000,2.45,0,6,极米科技,-1.87,6,0.0
474,元件,BK0459,64808.83,-2582.23,-3.83,3583572960000,5.65,8,58,贤丰控股,9.92,66,0.121
475,被动元件,BK1339,16048.12,-657.57,-3.94,674163360000,6.09,3,16,江海股份,0.65,19,0.158
476,胶黏剂及胶带,BK1425,3291.07,-136.6,-3.99,24544961000,6.22,1,4,鹿山新材,0.37,5,0.2
477,小金属,BK1027,4346.06,-195.99,-4.32,1247497504000,4.89,5,20,云南锗业,0.6,25,0.2
478,玻璃制造,BK1461,1940.53,-87.64,-4.32,60199210000,3.53,0,9,耀皮Ｂ股,-0.3,9,0.0
479,光伏电池组件,BK1315,2400.59,-109.13,-4.35,347776496000,2.27,0,23,海泰新能,-1.23,23,0.0
480,通信线缆及配套,BK1592,27825.22,-1269.34,-4.36,945228992000,7.85,1,12,特发信息,3.78,13,0.077
481,其他数字媒体,BK1295,1081.93,-50.09,-4.42,11881538000,21.11,1,1,风语筑,3.44,2,0.5
482,其他化学纤维,BK1415,3529.93,-167.72,-4.54,112704926000,5.18,0,8,蒙泰高新,-1.98,8,0.0
483,其他金属新材料,BK1619,4356.66,-210.06,-4.6,279314224000,4.38,1,20,隆达股份,7.2,21,0.048
484,金属新材料,BK1288,6740.17,-334.04,-4.72,503375136000,4.84,2,34,隆达股份,7.2,36,0.056
485,图片媒体,BK1297,3129.1,-155.36,-4.73,12981699000,4.43,0,1,视觉中国,-4.73,1,0.0
486,光伏加工设备,BK1317,7615.66,-391.76,-4.89,266513836000,3.3,0,11,欧普泰,-2.38,11,0.0
487,磁性材料,BK1618,6367.39,-327.58,-4.89,224060912000,5.38,1,14,铂科新材,0.8,15,0.067
488,航天装备Ⅲ,BK1385,5605.26,-288.85,-4.9,466500144000,3.36,1,8,中天火箭,1.81,9,0.111
489,航天装备Ⅱ,BK1232,5605.26,-288.85,-4.9,466500144000,3.36,1,8,中天火箭,1.81,9,0.111
490,钼,BK1623,1587.89,-85.66,-5.12,124999157000,2.87,0,2,盛龙股份,-4.96,2,0.0
491,氟化工,BK1424,16690.24,-941.81,-5.34,400329936000,7.38,0,10,巍华新材,-0.38,10,0.0
492,橡胶助剂,BK1443,5611.16,-318.44,-5.37,57431898000,5.86,0,2,阳谷华泰,-4.95,2,0.0
493,稀土,BK1626,10501.85,-638.5,-5.73,303833744000,3.57,0,4,北方稀土,-2.86,4,0.0
494,玻璃玻纤,BK0546,74979.59,-4876.77,-6.11,850370976000,4.97,0,17,耀皮Ｂ股,-0.3,17,0.0
495,钨,BK1625,10506.43,-915.86,-8.02,346559856000,6.39,0,4,厦门钨业,-5.38,4,0.0
496,玻纤制造,BK1462,19981.55,-1764.97,-8.12,790171760000,6.57,0,8,振石股份,-2.39,8,0.0
